# Image list with two lines of data per image:
#   IMAGE_ID QW QX QY QZ TX TY TZ CAMERA_ID NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 180, mean observations per image: 0
58 -0.5659697109 0.8041278805 -0.1812682068 0.01408812722 -1.13188423 0.001414086113 -0.3554479272 3 frontright_fisheye_image/00011.jpg

59 -0.2277840136 -0.2969242578 0.7308188393 -0.5708364498 0.6873936124 0.5278070616 -1.200157718 4 left_fisheye_image/00011.jpg

60 0.5683317974 0.7321688959 0.2967772179 -0.2298933642 -0.6267709669 -0.0665221883 1.094283346 5 right_fisheye_image/00011.jpg

61 0.5602079451 0.7283770625 -0.3169173341 0.2349410915 -1.25320167 0.3714564337 -0.5609850292 1 back_fisheye_image/00012.jpg

62 -0.3876792871 0.6904696926 -0.4481928203 -0.4148247459 -1.129312018 -0.2113312657 0.5674373594 2 frontleft_fisheye_image/00012.jpg

63 -0.5636650529 0.8065902084 -0.17786465 0.007622999907 -0.9534218862 -0.2201146941 -0.7192461229 3 frontright_fisheye_image/00012.jpg

64 -0.2255435397 -0.2985186268 0.7341324611 -0.5666271003 0.2777808346 0.5616665781 -1.236231817 4 left_fisheye_image/00012.jpg

65 0.5732568749 0.7281318644 0.2964994868 -0.2308432321 -0.2814112696 -0.04744410815 1.14286001 5 right_fisheye_image/00012.jpg

66 0.557226976 0.7308999089 -0.3116459181 0.2411643467 -1.284206293 0.3953261201 -0.7214940934 1 back_fisheye_image/00013.jpg

67 -0.3893586169 0.6911402295 -0.4538138568 -0.4059286071 -1.046880572 -0.08867905564 0.7484482233 2 frontleft_fisheye_image/00013.jpg

68 -0.5675436676 0.8029427144 -0.1815665201 0.01451831902 -1.07929809 -0.09622659902 -0.5549899295 3 frontright_fisheye_image/00013.jpg

69 -0.2264693244 -0.2962138339 0.7299953564 -0.5727790057 0.5551984608 0.5483836058 -1.25543816 4 left_fisheye_image/00013.jpg

70 0.5685779999 0.7325101905 0.2963278784 -0.2287742714 -0.5638063361 -0.06790114259 1.151329884 5 right_fisheye_image/00013.jpg

71 0.5547499044 0.7326556404 -0.312789992 0.2400639022 -1.271215965 0.49285604 -1.075236011 1 back_fisheye_image/00014.jpg

