# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
#
15 -0.608772692 0.773997407 -0.136800938 -0.107746587 -1.241426996 -0.136897393 0.675517347 15 right_fisheye_image/00001.jpg

16 0.495722827 0.655715396 0.451711543 -0.346774970 -0.780963509 0.014774872 0.952520486 1 back_depth_in_visual_frame/00002.png

17 0.494842112 0.653364537 0.454687725 -0.348575874 -0.695080499 0.012970109 0.959802990 2 back_depth/00002.png

18 0.495722827 0.655715396 0.451711543 -0.346774970 -0.780963509 0.014774872 0.952520486 3 back_fisheye_image/00002.jpg

19 -0.473133622 0.284341233 0.771042515 -0.317471385 0.984518426 -1.426579241 -0.854462479 4 frontleft_depth/00002.png

20 -0.472463341 0.283763004 0.772337986 -0.315833792 0.909852850 -1.423253687 -0.859130318 5 frontleft_depth_in_visual_frame/00002.png

21 -0.472463341 0.283763004 0.772337986 -0.315833792 0.909852850 -1.423253687 -0.859130318 6 frontleft_fisheye_image/00002.jpg

22 -0.551499244 -0.008303114 0.823884148 0.130363158 0.987529063 0.186314507 -1.616992028 7 frontright_depth/00002.png

23 -0.549673712 -0.007132657 0.824626161 0.133415250 0.916581524 0.186509278 -1.615835698 8 frontright_depth_in_visual_frame/00002.png

24 -0.549673712 -0.007132657 0.824626161 0.133415250 0.916581524 0.186509278 -1.615835698 9 frontright_fisheye_image/00002.jpg

25 0.602764696 0.779098541 -0.134452398 0.107716004 -1.180647378 0.487589170 -0.740757917 10 left_depth/00002.png

26 0.600296253 0.780224601 -0.135652864 0.111768878 -1.254287091 0.485708827 -0.750203122 11 left_depth_in_visual_frame/00002.png

27 0.600296253 0.780224601 -0.135652864 0.111768878 -1.254287091 0.485708827 -0.750203122 12 left_fisheye_image/00002.jpg

28 -0.606541490 0.775776699 -0.138651246 -0.105136893 -1.166011736 -0.127164453 0.677588170 13 right_depth/00002.png

29 -0.608831306 0.773944313 -0.137217857 -0.107265564 -1.242674894 -0.136833733 0.676011824 14 right_depth_in_visual_frame/00002.png

30 -0.608831306 0.773944313 -0.137217857 -0.107265564 -1.242674894 -0.136833733 0.676011824 15 right_fisheye_image/00002.jpg

